1,1.00775
2,4.01538
3,9.02289
4,16.0303
5,25.0376
6,36.0447
7,49.0517
8,64.0587
9,81.0655
10,100.072
11,121.079
12,144.085
13,169.092
14,196.098
15,225.104
16,256.11
17,289.116
18,324.122
19,361.127
20,400.133
21,441.138
22,484.144
23,529.149
24,576.154
25,625.159
26,676.164
27,729.169
28,784.174
29,841.178
30,900.183
31,961.187
32,1024.19
33,1089.2
34,1156.2
35,1225.2
36,1296.21
37,1369.21
38,1444.22
39,1521.22
40,1600.22
41,1681.23
42,1764.23
43,1849.23
44,1936.24
45,2025.24
46,2116.24
47,2209.24
48,2304.25
49,2401.25
50,2500.25
51,2601.26
52,2704.26
53,2809.26
54,2916.26
55,3025.26
56,3136.27
57,3249.27
58,3364.27
59,3481.27
60,3600.27
61,3721.28
62,3844.28
63,3969.28
64,4096.28
65,4225.28
66,4356.28
67,4489.29
68,4624.29
69,4761.29
70,4900.29
71,5041.29
72,5184.29
73,5329.29
74,5476.29
75,5625.29
76,5776.29
77,5929.29
78,6084.29
79,6241.29
80,6400.3
81,6561.3
82,6724.3
83,6889.3
84,7056.3
85,7225.3
86,7396.3
87,7569.3
88,7744.3
89,7921.3
90,8100.3
91,8281.29
92,8464.29
93,8649.29
94,8836.29
95,9025.29
96,9216.29
97,9409.29
98,9604.29
99,9801.29
100,10000.3
101,10201.3
102,10404.3
103,10609.3
104,10816.3
105,11025.3
106,11236.3
107,11449.3
108,11664.3
109,11881.3
110,12100.3
111,12321.3
112,12544.3
113,12769.3
114,12996.3
115,13225.3
116,13456.3
117,13689.3
118,13924.3
119,14161.3
120,14400.3
121,14641.3
122,14884.3
123,15129.3
124,15376.3
125,15625.3
126,15876.3
127,16129.3
128,16384.2
129,16641.2
130,16900.2
131,17161.2
132,17424.2
133,17689.2
134,17956.2
135,18225.2
136,18496.2
137,18769.2
138,19044.2
139,19321.2
140,19600.2
141,19881.2
142,20164.2
143,20449.2
144,20736.2
145,21025.2
146,21316.2
147,21609.2
148,21904.2
149,22201.2
150,22500.2
151,22801.2
152,23104.2
153,23409.2
154,23716.2
155,24025.2
156,24336.2
157,24649.2
158,24964.2
159,25281.2
160,25600.2
161,25921.2
162,26244.2
163,26569.2
164,26896.2
165,27225.2
166,27556.2
167,27889.2
168,28224.2
169,28561.2
170,28900.2
171,29241.1
172,29584.1
173,29929.1
174,30276.1
175,30625.1
176,30976.1
177,31329.1
178,31684.1
179,32041.1
180,32400.1
181,32761.1
182,33124.1
183,33489.1
184,33856.1
185,34225.1
186,34596.1
187,34969.1
188,35344.1
189,35721.1
190,36100.1
191,36481.1
192,36864.1
193,37249.1
194,37636.1
195,38025.1
196,38416.1
197,38809.1
198,39204.1
199,39601.1
200,40000.1
201,40401.1
202,40804.1
203,41209.1
204,41616.1
205,42025.1
206,42436.1
207,42849.1
208,43264.1
209,43681.1
210,44100.1
211,44521.1
212,44944.1
213,45369
214,45796
215,46225
216,46656
217,47089
218,47524
219,47961
220,48400
221,48841
222,49284
223,49729
224,50176
225,50625
226,51076
227,51529
228,51984
229,52441
230,52900
231,53361
232,53824
233,54289
234,54756
235,55225
236,55696
237,56169
238,56644
239,57121
240,57600
241,58081
242,58564
243,59049
244,59536
245,60025
246,60516
247,61009
248,61504
249,62001
250,62500
251,63001
252,63504
253,64009
254,64516
255,65025
256,65536
257,66049
258,66564
259,67081
260,67600
261,68121
262,68644
263,69169
264,69696
265,70225
266,70756
267,71289
268,71824
269,72361
270,72900
271,73441
272,73984
273,74529
274,75076
275,75625
276,76176
277,76729
278,77284
279,77841
280,78400
281,78961
282,79524
283,80089
284,80656
285,81225
286,81796
287,82369
288,82944
289,83521
290,84100
291,84681
292,85264
293,85849
294,86436.1
295,87025.1
296,87616.1
297,88209.1
298,88804.1
299,89401.1
300,90000.1
301,90601.1
302,91204.1
303,91809.1
304,92416.1
305,93025.1
306,93636.1
307,94249.1
308,94864.1
309,95481.1
310,96100.1
311,96721.1
312,97344.1
313,97969.1
314,98596.1
315,99225.1
316,99856.1
317,100489
318,101124
319,101761
320,102400
321,103041
322,103684
323,104329
324,104976
325,105625
326,106276
327,106929
328,107584
329,108241
330,108900
331,109561
332,110224
333,110889
334,111556
335,112225
336,112896
337,113569
338,114244
339,114921
340,115600
341,116281
342,116964
343,117649
344,118336
345,119025
346,119716
347,120409
348,121104
349,121801
350,122500
351,123201
352,123904
353,124609
354,125316
355,126025
356,126736
357,127449
358,128164
359,128881
